Description	ID	lycopersicum	appendiculatum	inflata	tuberosum	sinuosa	axillaris	attenuata
OG0005163	OG0005163	2	1	1	2	1	1	2
OG0005164	OG0005164	1	1	3	1	1	1	2
OG0005165	OG0005165	1	2	1	1	2	1	2
OG0005166	OG0005166	1	1	1	1	1	4	1
OG0005167	OG0005167	2	1	0	2	2	0	3
OG0005168	OG0005168	1	1	2	2	2	1	1
OG0005169	OG0005169	1	1	3	1	1	1	2
OG0005170	OG0005170	1	1	2	1	1	2	2
OG0005171	OG0005171	1	1	2	1	1	2	2
OG0005172	OG0005172	2	2	1	1	2	1	1
OG0005173	OG0005173	1	1	2	2	1	2	1
OG0005174	OG0005174	2	1	1	2	2	1	1
OG0005175	OG0005175	1	2	1	1	2	1	2
OG0005176	OG0005176	0	1	3	1	1	3	1
OG0005177	OG0005177	2	1	2	2	1	1	1
OG0005178	OG0005178	2	2	1	2	1	1	1
OG0005179	OG0005179	1	1	2	1	1	2	2
OG0005180	OG0005180	1	2	1	2	2	1	1
OG0005181	OG0005181	2	0	2	2	1	1	2
OG0005182	OG0005182	1	1	1	1	4	1	1
OG0005183	OG0005183	2	1	1	2	2	1	1
OG0005184	OG0005184	2	1	2	2	1	0	2
OG0005185	OG0005185	2	1	2	2	1	1	1
OG0005186	OG0005186	2	1	1	2	1	1	2
OG0005187	OG0005187	1	1	2	1	1	2	2
OG0005188	OG0005188	1	2	1	1	2	1	2
OG0005189	OG0005189	1	1	2	1	1	2	2
OG0005190	OG0005190	1	6	0	2	1	0	0
OG0005191	OG0005191	1	3	2	1	1	1	1
OG0005192	OG0005192	1	2	0	2	2	1	2
OG0005193	OG0005193	1	1	2	1	2	1	2
OG0005194	OG0005194	1	2	1	2	2	1	1
OG0005195	OG0005195	2	0	1	2	2	1	2
OG0005196	OG0005196	1	2	1	2	1	1	2
OG0005197	OG0005197	1	2	1	2	1	2	1
OG0005198	OG0005198	1	0	0	2	1	0	6
OG0005199	OG0005199	1	1	2	1	1	2	2
OG0005200	OG0005200	2	1	1	2	2	1	1
OG0005201	OG0005201	2	1	2	1	1	1	2
OG0005202	OG0005202	2	1	1	1	1	1	3
OG0005203	OG0005203	1	1	1	2	2	1	2
OG0005204	OG0005204	2	2	1	1	2	1	1
OG0005205	OG0005205	1	1	1	1	1	3	2
OG0005206	OG0005206	2	1	1	2	1	1	2
OG0005207	OG0005207	1	1	2	1	1	4	0
OG0005208	OG0005208	1	2	1	2	1	1	2
OG0005209	OG0005209	2	1	1	1	2	1	2
OG0005210	OG0005210	1	1	1	2	2	1	2
OG0005211	OG0005211	1	1	2	1	1	2	2
OG0005212	OG0005212	2	3	2	0	1	1	1
OG0005213	OG0005213	1	1	2	1	1	2	2
OG0005214	OG0005214	1	1	2	1	1	2	2
OG0005215	OG0005215	1	1	2	1	2	2	1
OG0005216	OG0005216	1	1	2	1	1	2	2
OG0005217	OG0005217	1	1	3	1	1	2	1
OG0005218	OG0005218	0	3	0	0	7	0	0
OG0005219	OG0005219	1	1	2	1	1	2	2
OG0005220	OG0005220	2	1	3	0	1	3	0
OG0005221	OG0005221	1	1	2	1	2	2	1
OG0005222	OG0005222	2	2	1	1	2	1	1
OG0005223	OG0005223	1	1	2	1	1	2	2
OG0005224	OG0005224	3	0	1	2	1	0	3
OG0005225	OG0005225	1	2	1	2	1	1	2
OG0005226	OG0005226	1	2	1	2	2	1	1
OG0005227	OG0005227	1	1	2	2	2	1	1
OG0005228	OG0005228	1	2	4	0	1	1	1
OG0005229	OG0005229	2	1	1	2	1	1	2
OG0005230	OG0005230	1	1	2	1	1	2	2
OG0005231	OG0005231	1	1	1	1	2	2	2
OG0005232	OG0005232	1	1	1	1	4	1	1
OG0005233	OG0005233	2	1	2	0	2	2	1
OG0005234	OG0005234	1	1	2	2	1	2	1
OG0005235	OG0005235	0	1	3	1	1	3	1
OG0005236	OG0005236	1	2	1	2	2	1	1
OG0005237	OG0005237	1	1	1	2	3	1	1
OG0005238	OG0005238	2	1	1	1	1	2	2
OG0005239	OG0005239	1	1	2	2	2	1	1
OG0005240	OG0005240	1	1	3	1	1	2	1
OG0005241	OG0005241	1	2	2	1	2	1	1
OG0005242	OG0005242	2	1	3	1	1	1	1
OG0005243	OG0005243	1	1	2	1	2	2	1
OG0005244	OG0005244	1	2	1	3	1	1	1
OG0005245	OG0005245	1	1	2	1	1	2	2
OG0005246	OG0005246	2	1	1	1	1	3	1
OG0005247	OG0005247	1	1	3	1	1	0	3
OG0005248	OG0005248	1	1	2	1	1	2	2
OG0005249	OG0005249	1	1	2	1	1	2	2
OG0005250	OG0005250	1	1	2	1	1	2	2
OG0005251	OG0005251	2	3	1	1	1	1	1
OG0005252	OG0005252	2	1	1	1	2	1	2
OG0005253	OG0005253	1	1	2	1	1	2	2
OG0005254	OG0005254	1	0	2	1	2	2	2
OG0005255	OG0005255	0	1	0	3	3	0	3
OG0005256	OG0005256	1	1	3	1	1	2	1
OG0005257	OG0005257	1	1	2	1	1	2	2
OG0005258	OG0005258	1	1	1	1	1	1	4
OG0005259	OG0005259	1	1	1	4	1	1	1
OG0005260	OG0005260	1	1	2	1	1	2	2
OG0005261	OG0005261	1	1	1	1	2	2	2
OG0005262	OG0005262	2	2	2	0	2	1	1
OG0005263	OG0005263	1	2	1	3	1	1	1
OG0005264	OG0005264	2	1	1	2	1	1	2
OG0005265	OG0005265	1	2	1	2	2	1	1
OG0005266	OG0005266	2	2	1	2	1	1	1
OG0005267	OG0005267	2	2	1	1	2	1	1
OG0005268	OG0005268	3	2	1	1	1	1	1
OG0005269	OG0005269	2	1	1	1	2	1	2
OG0005270	OG0005270	0	0	1	1	7	1	0
OG0005271	OG0005271	2	1	2	1	2	1	1
OG0005272	OG0005272	1	1	2	1	1	2	2
OG0005273	OG0005273	2	1	2	1	1	2	1
OG0005274	OG0005274	1	1	1	1	3	1	2
OG0005275	OG0005275	2	1	1	3	1	1	1
OG0005276	OG0005276	1	1	1	2	2	1	2
OG0005277	OG0005277	1	1	3	1	1	2	1
OG0005278	OG0005278	2	1	1	3	1	2	0
OG0005279	OG0005279	2	2	1	0	2	1	2
OG0005280	OG0005280	1	1	2	1	1	2	2
OG0005281	OG0005281	1	1	3	1	1	2	1
OG0005282	OG0005282	1	1	1	1	2	2	2
OG0005283	OG0005283	4	1	0	2	1	1	1
OG0005284	OG0005284	1	0	0	3	4	0	2
OG0005285	OG0005285	2	2	1	1	1	1	2
OG0005286	OG0005286	1	1	3	1	2	1	1
OG0005287	OG0005287	1	1	1	1	1	1	4
OG0005288	OG0005288	1	2	2	2	1	1	1
OG0005289	OG0005289	1	1	2	1	1	2	2
OG0005290	OG0005290	1	1	2	1	1	2	2
OG0005291	OG0005291	1	1	1	1	2	1	3
OG0005292	OG0005292	1	2	1	2	2	1	1
OG0005293	OG0005293	1	1	4	1	1	1	1
OG0005294	OG0005294	3	0	2	1	1	2	1
OG0005295	OG0005295	2	1	1	2	1	2	1
OG0005296	OG0005296	1	1	2	1	1	2	2
OG0005297	OG0005297	3	2	1	1	1	1	1
OG0005298	OG0005298	0	1	3	1	4	1	0
OG0005299	OG0005299	1	1	2	1	1	3	1
OG0005300	OG0005300	1	1	2	1	1	2	2
OG0005301	OG0005301	1	1	3	1	1	2	1
OG0005302	OG0005302	2	1	2	1	1	2	1
OG0005303	OG0005303	1	1	2	1	1	2	2
OG0005304	OG0005304	0	1	0	3	2	2	2
OG0005305	OG0005305	1	1	2	1	1	2	2
OG0005306	OG0005306	1	1	2	1	1	2	2
OG0005307	OG0005307	1	1	4	1	1	1	1
OG0005308	OG0005308	1	2	2	1	1	2	1
OG0005309	OG0005309	1	2	2	1	1	1	2
OG0005310	OG0005310	2	2	1	2	1	1	1
OG0005311	OG0005311	2	1	1	2	2	1	1
OG0005312	OG0005312	1	1	4	1	1	1	1
OG0005313	OG0005313	1	1	2	1	1	2	2
OG0005314	OG0005314	1	1	4	1	1	1	1
OG0005315	OG0005315	1	1	2	1	1	2	2
OG0005316	OG0005316	1	1	2	0	2	2	2
OG0005317	OG0005317	1	1	2	2	2	1	1
OG0005318	OG0005318	1	2	1	2	2	0	2
OG0005319	OG0005319	1	1	2	2	1	2	1
OG0005320	OG0005320	1	1	3	1	1	2	1
OG0005321	OG0005321	2	1	1	3	1	1	1
OG0005322	OG0005322	1	1	3	1	1	2	1
OG0005323	OG0005323	1	1	3	1	1	1	2
OG0005324	OG0005324	1	1	3	2	1	1	1
OG0005325	OG0005325	1	1	3	1	1	2	1
OG0005326	OG0005326	1	1	2	1	2	2	1
OG0005327	OG0005327	1	1	2	1	1	2	2
OG0005328	OG0005328	1	1	3	1	1	2	1
OG0005329	OG0005329	1	1	2	1	1	2	2
OG0005330	OG0005330	1	1	5	1	1	1	0
OG0005331	OG0005331	1	1	3	1	1	2	1
OG0005332	OG0005332	2	1	2	2	1	1	1
OG0005333	OG0005333	2	2	1	1	1	1	2
OG0005334	OG0005334	1	1	2	1	1	2	2
OG0005335	OG0005335	2	2	1	2	1	1	1
OG0005336	OG0005336	1	1	2	1	1	3	1
OG0005337	OG0005337	1	3	2	1	1	1	1
OG0005338	OG0005338	1	1	2	1	1	2	2
OG0005339	OG0005339	1	1	3	1	1	2	1
OG0005340	OG0005340	1	1	2	1	2	1	2
OG0005341	OG0005341	1	1	2	1	2	2	1
OG0005342	OG0005342	2	1	1	2	1	1	2
OG0005343	OG0005343	1	1	2	1	1	2	2
OG0005344	OG0005344	1	3	1	2	1	1	1
OG0005345	OG0005345	1	1	2	1	1	2	2
OG0005346	OG0005346	2	1	1	2	1	1	2
OG0005347	OG0005347	1	1	2	1	1	2	2
OG0005348	OG0005348	1	1	2	1	1	2	2
OG0005349	OG0005349	1	1	2	1	1	2	2
OG0005350	OG0005350	1	1	3	1	1	2	1
OG0005351	OG0005351	1	1	1	2	1	3	1
OG0005352	OG0005352	2	2	1	2	1	0	2
OG0005353	OG0005353	2	2	1	3	1	0	1
OG0005354	OG0005354	1	1	2	1	1	3	1
OG0005355	OG0005355	1	1	2	1	1	1	3
OG0005356	OG0005356	2	1	1	1	1	3	1
OG0005357	OG0005357	1	2	1	1	2	1	2
OG0005358	OG0005358	1	1	3	1	1	2	1
OG0005359	OG0005359	1	1	2	1	1	2	2
OG0005360	OG0005360	1	2	1	1	2	1	2
OG0005361	OG0005361	1	1	2	1	2	2	1
OG0005362	OG0005362	1	1	5	0	1	1	1
OG0005363	OG0005363	2	1	2	1	2	1	1
OG0005364	OG0005364	3	6	0	0	1	0	0
OG0005365	OG0005365	1	4	1	1	1	1	1
OG0005366	OG0005366	1	1	2	1	1	1	3
OG0005367	OG0005367	1	1	1	1	1	4	1
OG0005368	OG0005368	2	2	2	1	1	1	1
OG0005369	OG0005369	2	2	0	1	1	0	4
OG0005370	OG0005370	2	1	2	1	1	1	2
OG0005371	OG0005371	4	1	1	2	1	1	0
OG0005372	OG0005372	1	1	1	2	2	1	2
OG0005373	OG0005373	2	1	2	1	1	2	1
OG0005374	OG0005374	1	1	2	1	1	2	2
OG0005375	OG0005375	1	1	1	2	3	1	1
OG0005376	OG0005376	1	1	3	1	1	1	2
OG0005377	OG0005377	1	1	2	1	1	3	1
OG0005378	OG0005378	7	1	0	1	1	0	0
OG0005379	OG0005379	1	1	4	1	1	1	1
OG0005380	OG0005380	2	2	1	2	1	1	1
OG0005381	OG0005381	1	2	1	2	1	1	2
OG0005382	OG0005382	2	1	1	2	1	1	2
OG0005383	OG0005383	3	2	1	2	1	0	1
OG0005384	OG0005384	2	0	1	2	2	1	2
OG0005385	OG0005385	3	1	1	2	1	1	1
OG0005386	OG0005386	1	1	2	1	1	2	2
OG0005387	OG0005387	2	1	2	2	1	1	1
OG0005388	OG0005388	2	1	2	1	1	1	2
OG0005389	OG0005389	2	1	1	1	2	1	2
OG0005390	OG0005390	2	2	1	1	1	1	2
OG0005391	OG0005391	1	1	2	1	1	2	2
OG0005392	OG0005392	1	1	1	0	1	4	2
OG0005393	OG0005393	1	1	2	1	1	2	2
OG0005394	OG0005394	2	1	1	2	1	1	2
OG0005395	OG0005395	2	2	1	1	1	1	2
OG0005396	OG0005396	1	1	2	1	1	2	2
OG0005397	OG0005397	2	2	1	2	1	1	1
OG0005398	OG0005398	1	1	2	2	1	2	1
OG0005399	OG0005399	1	3	1	2	1	1	1
OG0005400	OG0005400	1	1	2	2	1	2	1
OG0005401	OG0005401	4	2	1	0	1	2	0
OG0005402	OG0005402	2	2	2	0	1	3	0
OG0005403	OG0005403	1	1	1	1	1	1	4
OG0005404	OG0005404	1	1	1	1	2	1	3
OG0005405	OG0005405	1	1	2	2	1	2	1
OG0005406	OG0005406	2	2	1	2	1	1	1
OG0005407	OG0005407	1	1	2	1	1	2	2
OG0005408	OG0005408	1	1	3	1	1	2	1
OG0005409	OG0005409	1	1	2	1	1	2	2
OG0005410	OG0005410	2	2	1	1	2	1	1
OG0005411	OG0005411	2	1	2	1	1	2	1
OG0005412	OG0005412	2	0	2	1	1	2	2
OG0005413	OG0005413	1	1	2	1	2	1	2
OG0005414	OG0005414	1	1	2	2	2	1	1
OG0005415	OG0005415	0	1	1	2	2	1	3
OG0005416	OG0005416	2	1	1	2	2	1	1
OG0005417	OG0005417	2	1	1	2	1	2	1
OG0005418	OG0005418	1	1	2	1	2	2	1
OG0005419	OG0005419	2	2	1	2	2	0	1
OG0005420	OG0005420	1	1	2	1	2	2	1
OG0005421	OG0005421	1	1	2	1	1	2	2
OG0005422	OG0005422	1	2	1	1	1	1	3
OG0005423	OG0005423	2	1	2	1	1	1	2
OG0005424	OG0005424	1	1	2	2	1	2	1
OG0005425	OG0005425	1	1	1	3	1	1	2
OG0005426	OG0005426	1	1	2	1	1	2	2
OG0005427	OG0005427	1	1	2	1	1	2	2
OG0005428	OG0005428	2	1	1	2	2	1	1
OG0005429	OG0005429	1	2	1	2	2	1	1
OG0005430	OG0005430	1	1	1	2	2	1	2
OG0005431	OG0005431	1	1	2	1	1	2	2
OG0005432	OG0005432	2	1	2	0	1	2	2
OG0005433	OG0005433	2	2	1	0	2	1	2
OG0005434	OG0005434	2	2	2	1	2	1	0
OG0005435	OG0005435	2	2	2	1	1	1	1
OG0005436	OG0005436	1	1	2	1	1	2	2
OG0005437	OG0005437	1	1	2	1	1	2	2
OG0005438	OG0005438	1	1	2	1	1	2	2
OG0005439	OG0005439	2	2	1	2	1	1	1
OG0005440	OG0005440	7	1	0	0	2	0	0
OG0005441	OG0005441	1	2	1	2	1	1	2
OG0005442	OG0005442	1	1	2	1	1	2	2
OG0005443	OG0005443	1	1	2	1	2	2	1
OG0005444	OG0005444	1	1	2	1	1	2	2
OG0005445	OG0005445	1	1	3	1	1	2	1
OG0005446	OG0005446	3	1	1	1	1	2	1
OG0005447	OG0005447	1	1	3	1	1	2	1
OG0005448	OG0005448	2	2	1	1	2	1	1
OG0005449	OG0005449	1	1	1	2	2	1	2
OG0005450	OG0005450	1	2	1	2	2	1	1
OG0005451	OG0005451	1	1	4	1	1	1	1
OG0005452	OG0005452	1	2	1	2	2	1	1
OG0005453	OG0005453	1	1	2	2	1	1	2
OG0005454	OG0005454	1	1	2	1	2	2	1
OG0005455	OG0005455	2	2	1	2	1	1	1
OG0005456	OG0005456	2	2	1	1	1	1	2
OG0005457	OG0005457	0	0	0	9	1	0	0
OG0005458	OG0005458	1	1	3	1	1	2	1
OG0005459	OG0005459	1	2	1	3	1	1	1
OG0005460	OG0005460	2	1	1	3	1	1	1
OG0005461	OG0005461	1	2	1	2	1	2	1
OG0005462	OG0005462	1	1	2	1	1	2	2
OG0005463	OG0005463	1	1	1	1	1	1	4
OG0005464	OG0005464	1	1	2	1	2	1	2
OG0005465	OG0005465	2	1	2	1	2	2	0
OG0005466	OG0005466	2	1	1	3	1	1	1
OG0005467	OG0005467	2	1	1	2	2	1	1
OG0005468	OG0005468	2	1	2	1	1	2	1
OG0005469	OG0005469	1	1	2	1	1	2	2
OG0005470	OG0005470	1	1	2	1	1	2	2
OG0005471	OG0005471	2	0	2	1	1	2	2
OG0005472	OG0005472	1	1	2	1	1	2	2
OG0005473	OG0005473	1	1	2	1	1	2	2
OG0005474	OG0005474	1	1	2	1	1	2	2
OG0005475	OG0005475	1	1	2	1	1	2	2
OG0005476	OG0005476	1	1	2	1	1	3	1
OG0005477	OG0005477	1	1	2	1	1	2	2
OG0005478	OG0005478	1	2	1	1	2	1	2
OG0005479	OG0005479	1	1	2	1	1	2	2
OG0005480	OG0005480	1	2	2	1	1	2	1
OG0005481	OG0005481	1	2	2	2	1	1	1
OG0005482	OG0005482	1	1	2	1	2	2	1
OG0005483	OG0005483	1	1	2	1	1	2	2
OG0005484	OG0005484	1	1	2	1	1	2	2
OG0005485	OG0005485	2	0	1	2	1	3	1
OG0005486	OG0005486	1	1	1	2	1	2	2
OG0005487	OG0005487	1	1	3	1	1	2	1
OG0005488	OG0005488	3	3	1	0	3	0	0
OG0005489	OG0005489	1	1	2	1	1	2	2
OG0005490	OG0005490	1	2	2	1	1	2	1
OG0005491	OG0005491	1	1	2	1	1	2	2
OG0005492	OG0005492	1	1	1	4	1	1	1
OG0005493	OG0005493	1	1	2	1	1	2	2
OG0005494	OG0005494	1	1	2	1	2	2	1
OG0005495	OG0005495	2	1	2	1	1	1	2
OG0005496	OG0005496	1	0	3	1	1	3	1
OG0005497	OG0005497	1	1	2	1	1	2	2
OG0005498	OG0005498	1	1	2	1	2	1	2
OG0005499	OG0005499	4	3	0	0	2	0	1
OG0005500	OG0005500	3	1	1	2	2	1	0
OG0005501	OG0005501	1	1	1	2	2	2	1
OG0005502	OG0005502	2	2	1	2	1	1	1
OG0005503	OG0005503	1	4	1	1	1	1	1
OG0005504	OG0005504	1	1	3	1	1	2	1
OG0005505	OG0005505	1	1	1	1	3	1	2
OG0005506	OG0005506	2	0	1	3	1	1	2
OG0005507	OG0005507	2	2	1	2	1	1	1
OG0005508	OG0005508	3	2	1	1	1	1	1
OG0005509	OG0005509	2	1	2	1	1	1	2
OG0005510	OG0005510	1	1	2	1	1	2	2
OG0005511	OG0005511	2	2	1	2	1	1	1
OG0005512	OG0005512	1	1	3	2	1	1	1
OG0005513	OG0005513	2	2	1	2	1	1	1
OG0005514	OG0005514	1	1	1	2	1	1	3
OG0005515	OG0005515	1	1	1	3	1	1	2
OG0005516	OG0005516	1	5	1	1	1	1	0
OG0005517	OG0005517	1	0	2	1	1	3	2
OG0005518	OG0005518	1	1	2	1	1	2	2
OG0005519	OG0005519	2	2	2	1	1	1	1
OG0005520	OG0005520	2	1	1	2	1	1	2
OG0005521	OG0005521	1	2	3	1	1	2	0
OG0005522	OG0005522	2	1	2	2	1	1	1
OG0005523	OG0005523	1	1	2	1	1	2	2
OG0005524	OG0005524	2	2	2	1	1	1	1
OG0005525	OG0005525	1	1	2	1	1	3	1
OG0005526	OG0005526	1	1	2	1	1	2	2
OG0005527	OG0005527	2	2	1	1	1	1	2
OG0005528	OG0005528	1	2	2	0	2	2	1
OG0005529	OG0005529	1	0	2	1	1	2	3
OG0005530	OG0005530	1	2	2	1	1	2	1
OG0005531	OG0005531	2	2	1	1	2	1	1
OG0005532	OG0005532	2	2	1	2	1	1	1
OG0005533	OG0005533	1	3	1	3	1	1	0
OG0005534	OG0005534	3	1	2	0	1	2	1
OG0005535	OG0005535	2	1	2	1	1	2	1
OG0005536	OG0005536	1	1	2	1	1	2	2
OG0005537	OG0005537	2	2	1	2	1	1	1
OG0005538	OG0005538	0	0	0	1	2	0	7
OG0005539	OG0005539	1	1	2	1	1	2	2
OG0005540	OG0005540	1	1	2	1	1	2	2
OG0005541	OG0005541	1	1	2	1	1	2	2
OG0005542	OG0005542	1	1	1	1	2	2	2
OG0005543	OG0005543	1	1	2	1	1	2	2
OG0005544	OG0005544	1	1	2	1	1	2	2
OG0005545	OG0005545	1	1	2	1	1	3	1
OG0005546	OG0005546	1	1	1	1	1	2	3
OG0005547	OG0005547	1	3	1	1	2	1	1
OG0005548	OG0005548	1	1	2	1	1	2	2
OG0005549	OG0005549	2	2	1	2	1	1	1
OG0005550	OG0005550	0	2	2	1	1	2	2
OG0005551	OG0005551	2	0	1	2	2	1	2
OG0005552	OG0005552	2	2	2	0	1	2	1
OG0005553	OG0005553	1	1	1	2	2	1	2
OG0005554	OG0005554	2	2	1	2	1	0	2
OG0005555	OG0005555	1	1	2	2	1	1	2
OG0005556	OG0005556	1	1	3	1	2	1	1
OG0005557	OG0005557	1	1	2	1	1	3	1
OG0005558	OG0005558	2	2	1	2	1	1	1
OG0005559	OG0005559	2	2	1	1	2	1	1
OG0005560	OG0005560	1	1	1	4	1	1	1
OG0005561	OG0005561	1	1	2	2	1	2	1
OG0005562	OG0005562	1	3	2	2	1	1	0
OG0005563	OG0005563	1	1	3	1	1	2	1
OG0005564	OG0005564	1	1	2	1	1	2	2
OG0005565	OG0005565	1	1	4	1	1	1	1
OG0005566	OG0005566	1	1	2	1	1	2	2
OG0005567	OG0005567	1	1	3	1	1	2	1
OG0005568	OG0005568	1	1	2	1	3	1	1
OG0005569	OG0005569	1	1	3	0	1	2	2
OG0005570	OG0005570	3	2	1	1	1	1	1
OG0005571	OG0005571	0	0	2	0	2	5	1
OG0005572	OG0005572	1	1	2	2	1	2	1
OG0005573	OG0005573	0	1	3	3	2	1	0
OG0005574	OG0005574	1	1	3	1	1	2	1
OG0005575	OG0005575	2	2	1	1	1	2	1
OG0005576	OG0005576	1	1	2	1	1	2	2
OG0005577	OG0005577	1	1	3	1	1	2	1
OG0005578	OG0005578	2	2	1	2	1	1	1
OG0005579	OG0005579	1	1	2	1	1	2	2
OG0005580	OG0005580	1	2	3	0	1	1	2
OG0005581	OG0005581	2	2	1	2	1	1	1
OG0005582	OG0005582	2	2	1	1	1	1	2
OG0005583	OG0005583	1	1	2	1	1	2	2
OG0005584	OG0005584	1	1	2	1	1	2	2
OG0005585	OG0005585	1	3	2	1	1	2	0
OG0005586	OG0005586	2	2	1	2	1	1	1
OG0005587	OG0005587	1	2	2	1	1	1	2
OG0005588	OG0005588	1	1	3	1	1	2	1
OG0005589	OG0005589	2	2	1	1	1	1	2
OG0005590	OG0005590	1	1	2	1	1	3	1
OG0005591	OG0005591	2	2	2	0	1	2	1
OG0005592	OG0005592	1	1	2	1	1	3	1
OG0005593	OG0005593	1	2	2	1	1	2	1
OG0005594	OG0005594	1	1	2	1	1	2	2
OG0005595	OG0005595	2	2	1	0	2	1	2
OG0005596	OG0005596	2	2	1	2	1	1	1
OG0005597	OG0005597	1	1	2	2	1	2	1
OG0005598	OG0005598	1	2	2	1	1	2	1
OG0005599	OG0005599	1	1	2	1	1	2	2
OG0005600	OG0005600	2	1	1	2	2	1	1
OG0005601	OG0005601	1	1	2	1	1	2	2
OG0005602	OG0005602	3	1	1	2	1	1	1
OG0005603	OG0005603	1	1	2	1	1	2	2
OG0005604	OG0005604	2	1	1	2	1	1	2
OG0005605	OG0005605	1	2	2	1	1	2	1
OG0005606	OG0005606	2	1	2	1	1	2	1
OG0005607	OG0005607	1	1	3	1	1	2	1
OG0005608	OG0005608	2	1	2	1	2	1	1
OG0005609	OG0005609	1	1	3	1	1	1	2
OG0005610	OG0005610	2	1	2	1	1	2	1
OG0005611	OG0005611	1	1	1	2	2	2	1
OG0005612	OG0005612	2	2	1	2	1	1	1
OG0005613	OG0005613	1	0	2	1	1	2	3
OG0005614	OG0005614	1	1	1	3	1	1	2
OG0005615	OG0005615	1	2	2	1	1	2	1
OG0005616	OG0005616	1	1	2	1	1	2	2
OG0005617	OG0005617	2	2	1	2	1	1	1
OG0005618	OG0005618	1	1	2	1	1	2	2
OG0005619	OG0005619	2	1	1	2	1	1	2
OG0005620	OG0005620	2	2	2	1	1	1	1
OG0005621	OG0005621	2	2	1	1	2	1	1
OG0005622	OG0005622	1	1	2	1	1	2	2
OG0005623	OG0005623	1	1	2	1	1	2	2
OG0005624	OG0005624	1	1	2	1	1	2	2
OG0005625	OG0005625	1	1	2	1	1	2	2
OG0005626	OG0005626	1	1	1	2	1	1	3
OG0005627	OG0005627	1	1	2	1	1	2	2
OG0005628	OG0005628	2	1	1	2	1	1	2
OG0005629	OG0005629	2	2	1	2	1	2	0
OG0005630	OG0005630	1	1	2	1	1	2	2
OG0005631	OG0005631	1	1	0	1	1	2	4
OG0005632	OG0005632	3	1	2	0	2	1	1
OG0005633	OG0005633	2	1	1	2	1	1	2
OG0005634	OG0005634	1	2	1	1	2	1	2
OG0005635	OG0005635	1	1	3	1	1	2	1
OG0005636	OG0005636	3	1	2	2	1	1	0
OG0005637	OG0005637	3	1	1	2	1	1	1
OG0005638	OG0005638	1	0	2	1	3	2	1
OG0005639	OG0005639	1	1	2	1	1	2	2
OG0005640	OG0005640	1	1	2	1	1	2	2
OG0005641	OG0005641	1	1	2	1	2	1	2
OG0005642	OG0005642	1	1	2	1	1	2	2
OG0005643	OG0005643	1	1	3	1	1	2	1
OG0005644	OG0005644	1	1	2	1	1	2	2
OG0005645	OG0005645	1	1	2	1	1	3	1
OG0005646	OG0005646	1	1	2	1	1	2	2
OG0005647	OG0005647	1	1	3	1	1	2	1
OG0005648	OG0005648	1	1	2	1	1	2	2
OG0005649	OG0005649	1	1	2	1	1	2	2
OG0005650	OG0005650	1	1	1	4	1	2	0
OG0005651	OG0005651	1	1	2	1	1	2	2
OG0005652	OG0005652	2	2	1	1	1	1	2
OG0005653	OG0005653	1	1	3	1	1	2	1
OG0005654	OG0005654	1	1	3	1	1	2	1
OG0005655	OG0005655	1	1	3	0	2	2	1
OG0005656	OG0005656	2	2	2	0	1	2	1
OG0005657	OG0005657	2	1	2	1	1	2	1
OG0005658	OG0005658	2	0	1	1	0	5	1
OG0005659	OG0005659	0	1	1	1	0	0	7
OG0005660	OG0005660	1	2	0	4	0	0	3
OG0005661	OG0005661	2	2	2	1	0	2	1
OG0005662	OG0005662	0	0	2	0	0	0	8
OG0005663	OG0005663	0	0	0	2	0	1	7
OG0005665	OG0005665	2	1	2	0	0	2	3
OG0005666	OG0005666	3	1	0	0	0	0	6
OG0005667	OG0005667	1	5	1	1	0	1	1
OG0005668	OG0005668	3	0	0	4	0	0	3
OG0005669	OG0005669	1	1	3	1	0	2	2
OG0005670	OG0005670	0	0	1	0	0	1	8
OG0005671	OG0005671	1	0	2	1	0	2	4
OG0005673	OG0005673	1	4	1	1	0	1	2
OG0005674	OG0005674	1	0	0	3	0	3	3
OG0005675	OG0005675	1	0	4	1	0	1	3
OG0005676	OG0005676	1	1	3	1	0	3	1
OG0005677	OG0005677	2	2	3	0	0	2	1
OG0005678	OG0005678	3	1	2	2	0	1	1
OG0005679	OG0005679	1	1	3	1	0	2	2
OG0005680	OG0005680	1	2	2	1	0	2	2
OG0005681	OG0005681	2	4	0	2	0	1	1
OG0005682	OG0005682	1	1	2	2	0	2	2
OG0005683	OG0005683	1	0	3	1	0	3	2
OG0005684	OG0005684	0	3	3	0	0	3	1
OG0005685	OG0005685	1	2	3	3	0	0	1
OG0005686	OG0005686	2	1	2	3	0	1	1
OG0005687	OG0005687	1	1	2	1	0	3	2
OG0005688	OG0005688	1	3	2	2	0	1	1
OG0005689	OG0005689	2	2	2	2	0	1	1
OG0005690	OG0005690	2	1	2	2	0	1	2
OG0005691	OG0005691	2	1	2	1	0	2	2
OG0005692	OG0005692	1	2	1	4	0	1	1
OG0005693	OG0005693	2	1	4	0	0	2	1
OG0005694	OG0005694	1	2	2	2	0	3	0
OG0005695	OG0005695	1	1	5	1	0	2	0
OG0005696	OG0005696	0	0	3	0	0	7	0
OG0005697	OG0005697	3	1	2	1	0	3	0
OG0005698	OG0005698	0	0	5	0	0	5	0
OG0005699	OG0005699	5	2	0	0	0	3	0
OG0005700	OG0005700	0	0	6	0	0	4	0
