Description	ID	Solanum_lycopersicum	Solanum_appendiculatum	Petunia_inflata	Solanum_tuberosum	Jaltomata_sinuosa	Petunia_axillaris	Nicotiana_attenuata
OG0053672	OG0053672	1	0	0	0	0	0	0
OG0053673	OG0053673	1	0	0	0	0	0	0
OG0053674	OG0053674	1	0	0	0	0	0	0
OG0053675	OG0053675	1	0	0	0	0	0	0
OG0053676	OG0053676	1	0	0	0	0	0	0
OG0053677	OG0053677	1	0	0	0	0	0	0
OG0053678	OG0053678	1	0	0	0	0	0	0
OG0053679	OG0053679	1	0	0	0	0	0	0
OG0053680	OG0053680	1	0	0	0	0	0	0
OG0053681	OG0053681	1	0	0	0	0	0	0
OG0053682	OG0053682	1	0	0	0	0	0	0
OG0053683	OG0053683	1	0	0	0	0	0	0
OG0053684	OG0053684	1	0	0	0	0	0	0
OG0053685	OG0053685	1	0	0	0	0	0	0
OG0053686	OG0053686	1	0	0	0	0	0	0
OG0053687	OG0053687	1	0	0	0	0	0	0
OG0053688	OG0053688	1	0	0	0	0	0	0
OG0053689	OG0053689	1	0	0	0	0	0	0
OG0053690	OG0053690	1	0	0	0	0	0	0
OG0053691	OG0053691	1	0	0	0	0	0	0
OG0053692	OG0053692	1	0	0	0	0	0	0
OG0053693	OG0053693	1	0	0	0	0	0	0
OG0053694	OG0053694	1	0	0	0	0	0	0
OG0053695	OG0053695	1	0	0	0	0	0	0
OG0053696	OG0053696	1	0	0	0	0	0	0
OG0053697	OG0053697	1	0	0	0	0	0	0
OG0053698	OG0053698	1	0	0	0	0	0	0
OG0053699	OG0053699	1	0	0	0	0	0	0
OG0053700	OG0053700	1	0	0	0	0	0	0
OG0053701	OG0053701	1	0	0	0	0	0	0
OG0053702	OG0053702	1	0	0	0	0	0	0
OG0053703	OG0053703	1	0	0	0	0	0	0
OG0053704	OG0053704	1	0	0	0	0	0	0
OG0053705	OG0053705	1	0	0	0	0	0	0
OG0053706	OG0053706	1	0	0	0	0	0	0
OG0053707	OG0053707	1	0	0	0	0	0	0
OG0053708	OG0053708	1	0	0	0	0	0	0
OG0053709	OG0053709	1	0	0	0	0	0	0
OG0053710	OG0053710	1	0	0	0	0	0	0
OG0053711	OG0053711	1	0	0	0	0	0	0
OG0053712	OG0053712	1	0	0	0	0	0	0
OG0053713	OG0053713	1	0	0	0	0	0	0
OG0053714	OG0053714	1	0	0	0	0	0	0
OG0053715	OG0053715	1	0	0	0	0	0	0
OG0053716	OG0053716	1	0	0	0	0	0	0
OG0053717	OG0053717	1	0	0	0	0	0	0
OG0053718	OG0053718	1	0	0	0	0	0	0
OG0053719	OG0053719	1	0	0	0	0	0	0
OG0053720	OG0053720	1	0	0	0	0	0	0
OG0053721	OG0053721	1	0	0	0	0	0	0
OG0053722	OG0053722	1	0	0	0	0	0	0
OG0053723	OG0053723	1	0	0	0	0	0	0
OG0053724	OG0053724	1	0	0	0	0	0	0
OG0053725	OG0053725	1	0	0	0	0	0	0
OG0053726	OG0053726	1	0	0	0	0	0	0
OG0053727	OG0053727	1	0	0	0	0	0	0
OG0053728	OG0053728	1	0	0	0	0	0	0
OG0053729	OG0053729	1	0	0	0	0	0	0
OG0053730	OG0053730	1	0	0	0	0	0	0
OG0053731	OG0053731	1	0	0	0	0	0	0
OG0053732	OG0053732	1	0	0	0	0	0	0
OG0053733	OG0053733	1	0	0	0	0	0	0
OG0053734	OG0053734	1	0	0	0	0	0	0
OG0053735	OG0053735	1	0	0	0	0	0	0
OG0053736	OG0053736	1	0	0	0	0	0	0
OG0053737	OG0053737	1	0	0	0	0	0	0
OG0053738	OG0053738	1	0	0	0	0	0	0
OG0053739	OG0053739	1	0	0	0	0	0	0
OG0053740	OG0053740	1	0	0	0	0	0	0
OG0053741	OG0053741	1	0	0	0	0	0	0
OG0053742	OG0053742	1	0	0	0	0	0	0
OG0053743	OG0053743	1	0	0	0	0	0	0
OG0053744	OG0053744	1	0	0	0	0	0	0
OG0053745	OG0053745	1	0	0	0	0	0	0
OG0053746	OG0053746	1	0	0	0	0	0	0
OG0053747	OG0053747	1	0	0	0	0	0	0
OG0053748	OG0053748	1	0	0	0	0	0	0
OG0053749	OG0053749	1	0	0	0	0	0	0
OG0053750	OG0053750	1	0	0	0	0	0	0
OG0053751	OG0053751	1	0	0	0	0	0	0
OG0053752	OG0053752	1	0	0	0	0	0	0
OG0053753	OG0053753	1	0	0	0	0	0	0
OG0053754	OG0053754	1	0	0	0	0	0	0
OG0053755	OG0053755	1	0	0	0	0	0	0
OG0053756	OG0053756	1	0	0	0	0	0	0
OG0053757	OG0053757	1	0	0	0	0	0	0
OG0053758	OG0053758	1	0	0	0	0	0	0
OG0053759	OG0053759	1	0	0	0	0	0	0
OG0053760	OG0053760	1	0	0	0	0	0	0
OG0053761	OG0053761	1	0	0	0	0	0	0
OG0053762	OG0053762	1	0	0	0	0	0	0
OG0053763	OG0053763	1	0	0	0	0	0	0
OG0053764	OG0053764	1	0	0	0	0	0	0
OG0053765	OG0053765	1	0	0	0	0	0	0
OG0053766	OG0053766	1	0	0	0	0	0	0
OG0053767	OG0053767	1	0	0	0	0	0	0
OG0053768	OG0053768	1	0	0	0	0	0	0
OG0053769	OG0053769	1	0	0	0	0	0	0
OG0053770	OG0053770	1	0	0	0	0	0	0
OG0053771	OG0053771	1	0	0	0	0	0	0
OG0053772	OG0053772	1	0	0	0	0	0	0
OG0053773	OG0053773	1	0	0	0	0	0	0
OG0053774	OG0053774	1	0	0	0	0	0	0
OG0053775	OG0053775	1	0	0	0	0	0	0
OG0053776	OG0053776	1	0	0	0	0	0	0
OG0053777	OG0053777	1	0	0	0	0	0	0
OG0053778	OG0053778	1	0	0	0	0	0	0
OG0053779	OG0053779	1	0	0	0	0	0	0
OG0053780	OG0053780	1	0	0	0	0	0	0
OG0053781	OG0053781	1	0	0	0	0	0	0
OG0053782	OG0053782	1	0	0	0	0	0	0
OG0053783	OG0053783	1	0	0	0	0	0	0
OG0053784	OG0053784	1	0	0	0	0	0	0
OG0053785	OG0053785	1	0	0	0	0	0	0
OG0053786	OG0053786	1	0	0	0	0	0	0
OG0053787	OG0053787	1	0	0	0	0	0	0
OG0053788	OG0053788	1	0	0	0	0	0	0
OG0053789	OG0053789	1	0	0	0	0	0	0
OG0053790	OG0053790	1	0	0	0	0	0	0
OG0053791	OG0053791	1	0	0	0	0	0	0
OG0053792	OG0053792	1	0	0	0	0	0	0
OG0053793	OG0053793	1	0	0	0	0	0	0
OG0053794	OG0053794	1	0	0	0	0	0	0
OG0053795	OG0053795	1	0	0	0	0	0	0
OG0053796	OG0053796	1	0	0	0	0	0	0
OG0053797	OG0053797	1	0	0	0	0	0	0
OG0053798	OG0053798	1	0	0	0	0	0	0
OG0053799	OG0053799	1	0	0	0	0	0	0
OG0053800	OG0053800	1	0	0	0	0	0	0
OG0053801	OG0053801	1	0	0	0	0	0	0
OG0053802	OG0053802	1	0	0	0	0	0	0
OG0053803	OG0053803	1	0	0	0	0	0	0
OG0053804	OG0053804	1	0	0	0	0	0	0
OG0053805	OG0053805	1	0	0	0	0	0	0
OG0053806	OG0053806	1	0	0	0	0	0	0
OG0053807	OG0053807	1	0	0	0	0	0	0
OG0053808	OG0053808	1	0	0	0	0	0	0
OG0053809	OG0053809	1	0	0	0	0	0	0
OG0053810	OG0053810	1	0	0	0	0	0	0
OG0053811	OG0053811	1	0	0	0	0	0	0
OG0053812	OG0053812	1	0	0	0	0	0	0
OG0053813	OG0053813	1	0	0	0	0	0	0
OG0053814	OG0053814	1	0	0	0	0	0	0
OG0053815	OG0053815	1	0	0	0	0	0	0
OG0053816	OG0053816	1	0	0	0	0	0	0
OG0053817	OG0053817	1	0	0	0	0	0	0
OG0053818	OG0053818	1	0	0	0	0	0	0
OG0053819	OG0053819	1	0	0	0	0	0	0
OG0053820	OG0053820	1	0	0	0	0	0	0
OG0053821	OG0053821	1	0	0	0	0	0	0
OG0053822	OG0053822	1	0	0	0	0	0	0
OG0053823	OG0053823	1	0	0	0	0	0	0
OG0053824	OG0053824	1	0	0	0	0	0	0
OG0053825	OG0053825	1	0	0	0	0	0	0
OG0053826	OG0053826	1	0	0	0	0	0	0
OG0053827	OG0053827	1	0	0	0	0	0	0
OG0053828	OG0053828	1	0	0	0	0	0	0
OG0053829	OG0053829	1	0	0	0	0	0	0
OG0053830	OG0053830	1	0	0	0	0	0	0
OG0053831	OG0053831	1	0	0	0	0	0	0
OG0053832	OG0053832	1	0	0	0	0	0	0
OG0053833	OG0053833	1	0	0	0	0	0	0
OG0053834	OG0053834	1	0	0	0	0	0	0
OG0053835	OG0053835	1	0	0	0	0	0	0
OG0053836	OG0053836	1	0	0	0	0	0	0
OG0053837	OG0053837	1	0	0	0	0	0	0
OG0053838	OG0053838	1	0	0	0	0	0	0
OG0053839	OG0053839	1	0	0	0	0	0	0
OG0053840	OG0053840	1	0	0	0	0	0	0
OG0053841	OG0053841	1	0	0	0	0	0	0
OG0053842	OG0053842	1	0	0	0	0	0	0
OG0053843	OG0053843	1	0	0	0	0	0	0
OG0053844	OG0053844	1	0	0	0	0	0	0
OG0053845	OG0053845	1	0	0	0	0	0	0
OG0053846	OG0053846	1	0	0	0	0	0	0
OG0053847	OG0053847	1	0	0	0	0	0	0
OG0053848	OG0053848	1	0	0	0	0	0	0
OG0053849	OG0053849	1	0	0	0	0	0	0
OG0053850	OG0053850	1	0	0	0	0	0	0
OG0053851	OG0053851	1	0	0	0	0	0	0
OG0053852	OG0053852	1	0	0	0	0	0	0
OG0053853	OG0053853	1	0	0	0	0	0	0
OG0053854	OG0053854	1	0	0	0	0	0	0
OG0053855	OG0053855	1	0	0	0	0	0	0
OG0053856	OG0053856	1	0	0	0	0	0	0
OG0053857	OG0053857	1	0	0	0	0	0	0
OG0053858	OG0053858	1	0	0	0	0	0	0
OG0053859	OG0053859	1	0	0	0	0	0	0
OG0053860	OG0053860	1	0	0	0	0	0	0
OG0053861	OG0053861	1	0	0	0	0	0	0
OG0053862	OG0053862	1	0	0	0	0	0	0
OG0053863	OG0053863	1	0	0	0	0	0	0
OG0053864	OG0053864	1	0	0	0	0	0	0
OG0053865	OG0053865	1	0	0	0	0	0	0
OG0053866	OG0053866	1	0	0	0	0	0	0
OG0053867	OG0053867	1	0	0	0	0	0	0
OG0053868	OG0053868	1	0	0	0	0	0	0
OG0053869	OG0053869	1	0	0	0	0	0	0
OG0053870	OG0053870	1	0	0	0	0	0	0
OG0053871	OG0053871	1	0	0	0	0	0	0
OG0053872	OG0053872	1	0	0	0	0	0	0
OG0053873	OG0053873	1	0	0	0	0	0	0
OG0053874	OG0053874	1	0	0	0	0	0	0
OG0053875	OG0053875	1	0	0	0	0	0	0
OG0053876	OG0053876	1	0	0	0	0	0	0
OG0053877	OG0053877	1	0	0	0	0	0	0
OG0053878	OG0053878	1	0	0	0	0	0	0
OG0053879	OG0053879	1	0	0	0	0	0	0
OG0053880	OG0053880	1	0	0	0	0	0	0
OG0053881	OG0053881	1	0	0	0	0	0	0
OG0053882	OG0053882	1	0	0	0	0	0	0
OG0053883	OG0053883	1	0	0	0	0	0	0
OG0053884	OG0053884	1	0	0	0	0	0	0
OG0053885	OG0053885	1	0	0	0	0	0	0
OG0053886	OG0053886	1	0	0	0	0	0	0
OG0053887	OG0053887	1	0	0	0	0	0	0
OG0053888	OG0053888	1	0	0	0	0	0	0
OG0053889	OG0053889	1	0	0	0	0	0	0
OG0053890	OG0053890	1	0	0	0	0	0	0
OG0053891	OG0053891	1	0	0	0	0	0	0
OG0053892	OG0053892	1	0	0	0	0	0	0
OG0053893	OG0053893	1	0	0	0	0	0	0
OG0053894	OG0053894	1	0	0	0	0	0	0
OG0053895	OG0053895	1	0	0	0	0	0	0
OG0053896	OG0053896	1	0	0	0	0	0	0
OG0053897	OG0053897	1	0	0	0	0	0	0
OG0053898	OG0053898	1	0	0	0	0	0	0
OG0053899	OG0053899	1	0	0	0	0	0	0
OG0053900	OG0053900	1	0	0	0	0	0	0
OG0053901	OG0053901	1	0	0	0	0	0	0
OG0053902	OG0053902	1	0	0	0	0	0	0
OG0053903	OG0053903	1	0	0	0	0	0	0
OG0053904	OG0053904	1	0	0	0	0	0	0
OG0053905	OG0053905	1	0	0	0	0	0	0
OG0053906	OG0053906	1	0	0	0	0	0	0
OG0053907	OG0053907	1	0	0	0	0	0	0
OG0053908	OG0053908	1	0	0	0	0	0	0
OG0053909	OG0053909	1	0	0	0	0	0	0
OG0053910	OG0053910	1	0	0	0	0	0	0
OG0053911	OG0053911	1	0	0	0	0	0	0
OG0053912	OG0053912	1	0	0	0	0	0	0
OG0053913	OG0053913	1	0	0	0	0	0	0
OG0053914	OG0053914	1	0	0	0	0	0	0
OG0053915	OG0053915	1	0	0	0	0	0	0
OG0053916	OG0053916	1	0	0	0	0	0	0
OG0053917	OG0053917	1	0	0	0	0	0	0
OG0053918	OG0053918	1	0	0	0	0	0	0
OG0053919	OG0053919	1	0	0	0	0	0	0
OG0053920	OG0053920	1	0	0	0	0	0	0
OG0053921	OG0053921	1	0	0	0	0	0	0
OG0053922	OG0053922	1	0	0	0	0	0	0
OG0053923	OG0053923	1	0	0	0	0	0	0
OG0053924	OG0053924	1	0	0	0	0	0	0
OG0053925	OG0053925	1	0	0	0	0	0	0
OG0053926	OG0053926	1	0	0	0	0	0	0
OG0053927	OG0053927	1	0	0	0	0	0	0
OG0053928	OG0053928	1	0	0	0	0	0	0
OG0053929	OG0053929	1	0	0	0	0	0	0
OG0053930	OG0053930	1	0	0	0	0	0	0
OG0053931	OG0053931	1	0	0	0	0	0	0
OG0053932	OG0053932	1	0	0	0	0	0	0
OG0053933	OG0053933	1	0	0	0	0	0	0
OG0053934	OG0053934	1	0	0	0	0	0	0
OG0053935	OG0053935	1	0	0	0	0	0	0
OG0053936	OG0053936	1	0	0	0	0	0	0
OG0053937	OG0053937	1	0	0	0	0	0	0
OG0053938	OG0053938	1	0	0	0	0	0	0
OG0053939	OG0053939	1	0	0	0	0	0	0
OG0053940	OG0053940	1	0	0	0	0	0	0
OG0053941	OG0053941	1	0	0	0	0	0	0
OG0053942	OG0053942	1	0	0	0	0	0	0
OG0053943	OG0053943	1	0	0	0	0	0	0
OG0053944	OG0053944	1	0	0	0	0	0	0
OG0053945	OG0053945	1	0	0	0	0	0	0
OG0053946	OG0053946	1	0	0	0	0	0	0
OG0053947	OG0053947	1	0	0	0	0	0	0
OG0053948	OG0053948	1	0	0	0	0	0	0
OG0053949	OG0053949	1	0	0	0	0	0	0
OG0053950	OG0053950	1	0	0	0	0	0	0
OG0053951	OG0053951	1	0	0	0	0	0	0
OG0053952	OG0053952	1	0	0	0	0	0	0
OG0053953	OG0053953	1	0	0	0	0	0	0
OG0053954	OG0053954	1	0	0	0	0	0	0
OG0053955	OG0053955	1	0	0	0	0	0	0
OG0053956	OG0053956	1	0	0	0	0	0	0
OG0053957	OG0053957	1	0	0	0	0	0	0
OG0053958	OG0053958	1	0	0	0	0	0	0
OG0053959	OG0053959	1	0	0	0	0	0	0
OG0053960	OG0053960	1	0	0	0	0	0	0
OG0053961	OG0053961	1	0	0	0	0	0	0
OG0053962	OG0053962	1	0	0	0	0	0	0
OG0053963	OG0053963	1	0	0	0	0	0	0
OG0053964	OG0053964	1	0	0	0	0	0	0
OG0053965	OG0053965	1	0	0	0	0	0	0
OG0053966	OG0053966	1	0	0	0	0	0	0
OG0053967	OG0053967	1	0	0	0	0	0	0
OG0053968	OG0053968	1	0	0	0	0	0	0
OG0053969	OG0053969	1	0	0	0	0	0	0
OG0053970	OG0053970	1	0	0	0	0	0	0
OG0053971	OG0053971	1	0	0	0	0	0	0
OG0053972	OG0053972	1	0	0	0	0	0	0
OG0053973	OG0053973	1	0	0	0	0	0	0
OG0053974	OG0053974	1	0	0	0	0	0	0
OG0053975	OG0053975	1	0	0	0	0	0	0
OG0053976	OG0053976	1	0	0	0	0	0	0
OG0053977	OG0053977	1	0	0	0	0	0	0
OG0053978	OG0053978	1	0	0	0	0	0	0
OG0053979	OG0053979	1	0	0	0	0	0	0
OG0053980	OG0053980	1	0	0	0	0	0	0
OG0053981	OG0053981	1	0	0	0	0	0	0
OG0053982	OG0053982	1	0	0	0	0	0	0
OG0053983	OG0053983	1	0	0	0	0	0	0
OG0053984	OG0053984	1	0	0	0	0	0	0
OG0053985	OG0053985	1	0	0	0	0	0	0
OG0053986	OG0053986	1	0	0	0	0	0	0
OG0053987	OG0053987	1	0	0	0	0	0	0
OG0053988	OG0053988	1	0	0	0	0	0	0
OG0053989	OG0053989	1	0	0	0	0	0	0
OG0053990	OG0053990	1	0	0	0	0	0	0
OG0053991	OG0053991	1	0	0	0	0	0	0
OG0053992	OG0053992	1	0	0	0	0	0	0
OG0053993	OG0053993	1	0	0	0	0	0	0
OG0053994	OG0053994	1	0	0	0	0	0	0
OG0053995	OG0053995	1	0	0	0	0	0	0
OG0053996	OG0053996	1	0	0	0	0	0	0
OG0053997	OG0053997	1	0	0	0	0	0	0
OG0053998	OG0053998	1	0	0	0	0	0	0
OG0053999	OG0053999	1	0	0	0	0	0	0
OG0054000	OG0054000	1	0	0	0	0	0	0
OG0054001	OG0054001	1	0	0	0	0	0	0
OG0054002	OG0054002	1	0	0	0	0	0	0
OG0054003	OG0054003	1	0	0	0	0	0	0
OG0054004	OG0054004	1	0	0	0	0	0	0
OG0054005	OG0054005	1	0	0	0	0	0	0
OG0054006	OG0054006	1	0	0	0	0	0	0
OG0054007	OG0054007	1	0	0	0	0	0	0
OG0054008	OG0054008	1	0	0	0	0	0	0
OG0054009	OG0054009	1	0	0	0	0	0	0
OG0054010	OG0054010	1	0	0	0	0	0	0
OG0054011	OG0054011	1	0	0	0	0	0	0
OG0054012	OG0054012	1	0	0	0	0	0	0
OG0054013	OG0054013	1	0	0	0	0	0	0
OG0054014	OG0054014	1	0	0	0	0	0	0
OG0054015	OG0054015	1	0	0	0	0	0	0
OG0054016	OG0054016	1	0	0	0	0	0	0
OG0054017	OG0054017	1	0	0	0	0	0	0
OG0054018	OG0054018	1	0	0	0	0	0	0
OG0054019	OG0054019	1	0	0	0	0	0	0
OG0054020	OG0054020	1	0	0	0	0	0	0
OG0054021	OG0054021	1	0	0	0	0	0	0
OG0054022	OG0054022	1	0	0	0	0	0	0
OG0054023	OG0054023	1	0	0	0	0	0	0
OG0054024	OG0054024	1	0	0	0	0	0	0
OG0054025	OG0054025	1	0	0	0	0	0	0
OG0054026	OG0054026	1	0	0	0	0	0	0
OG0054027	OG0054027	1	0	0	0	0	0	0
OG0054028	OG0054028	1	0	0	0	0	0	0
OG0054029	OG0054029	1	0	0	0	0	0	0
OG0054030	OG0054030	1	0	0	0	0	0	0
OG0054031	OG0054031	1	0	0	0	0	0	0
OG0054032	OG0054032	1	0	0	0	0	0	0
OG0054033	OG0054033	1	0	0	0	0	0	0
OG0054034	OG0054034	1	0	0	0	0	0	0
OG0054035	OG0054035	1	0	0	0	0	0	0
OG0054036	OG0054036	1	0	0	0	0	0	0
OG0054037	OG0054037	1	0	0	0	0	0	0
OG0054038	OG0054038	1	0	0	0	0	0	0
OG0054039	OG0054039	1	0	0	0	0	0	0
OG0054040	OG0054040	1	0	0	0	0	0	0
OG0054041	OG0054041	1	0	0	0	0	0	0
OG0054042	OG0054042	1	0	0	0	0	0	0
OG0054043	OG0054043	1	0	0	0	0	0	0
OG0054044	OG0054044	1	0	0	0	0	0	0
OG0054045	OG0054045	1	0	0	0	0	0	0
OG0054046	OG0054046	1	0	0	0	0	0	0
OG0054047	OG0054047	1	0	0	0	0	0	0
OG0054048	OG0054048	1	0	0	0	0	0	0
OG0054049	OG0054049	1	0	0	0	0	0	0
OG0054050	OG0054050	1	0	0	0	0	0	0
OG0054051	OG0054051	1	0	0	0	0	0	0
OG0054052	OG0054052	1	0	0	0	0	0	0
OG0054053	OG0054053	1	0	0	0	0	0	0
OG0054054	OG0054054	1	0	0	0	0	0	0
OG0054055	OG0054055	1	0	0	0	0	0	0
OG0054056	OG0054056	1	0	0	0	0	0	0
OG0054057	OG0054057	1	0	0	0	0	0	0
OG0054058	OG0054058	1	0	0	0	0	0	0
OG0054059	OG0054059	1	0	0	0	0	0	0
OG0054060	OG0054060	1	0	0	0	0	0	0
OG0054061	OG0054061	1	0	0	0	0	0	0
OG0054062	OG0054062	1	0	0	0	0	0	0
OG0054063	OG0054063	1	0	0	0	0	0	0
OG0054064	OG0054064	1	0	0	0	0	0	0
OG0054065	OG0054065	1	0	0	0	0	0	0
OG0054066	OG0054066	1	0	0	0	0	0	0
OG0054067	OG0054067	1	0	0	0	0	0	0
OG0054068	OG0054068	1	0	0	0	0	0	0
OG0054069	OG0054069	1	0	0	0	0	0	0
OG0054070	OG0054070	1	0	0	0	0	0	0
OG0054071	OG0054071	1	0	0	0	0	0	0
OG0054072	OG0054072	1	0	0	0	0	0	0
OG0054073	OG0054073	1	0	0	0	0	0	0
OG0054074	OG0054074	1	0	0	0	0	0	0
OG0054075	OG0054075	1	0	0	0	0	0	0
OG0054076	OG0054076	1	0	0	0	0	0	0
OG0054077	OG0054077	1	0	0	0	0	0	0
OG0054078	OG0054078	1	0	0	0	0	0	0
OG0054079	OG0054079	1	0	0	0	0	0	0
OG0054080	OG0054080	1	0	0	0	0	0	0
OG0054081	OG0054081	1	0	0	0	0	0	0
OG0054082	OG0054082	1	0	0	0	0	0	0
OG0054083	OG0054083	1	0	0	0	0	0	0
OG0054084	OG0054084	1	0	0	0	0	0	0
OG0054085	OG0054085	1	0	0	0	0	0	0
OG0054086	OG0054086	1	0	0	0	0	0	0
OG0054087	OG0054087	1	0	0	0	0	0	0
OG0054088	OG0054088	1	0	0	0	0	0	0
OG0054089	OG0054089	1	0	0	0	0	0	0
OG0054090	OG0054090	1	0	0	0	0	0	0
OG0054091	OG0054091	1	0	0	0	0	0	0
OG0054092	OG0054092	1	0	0	0	0	0	0
OG0054093	OG0054093	1	0	0	0	0	0	0
OG0054094	OG0054094	1	0	0	0	0	0	0
OG0054095	OG0054095	1	0	0	0	0	0	0
OG0054096	OG0054096	1	0	0	0	0	0	0
OG0054097	OG0054097	1	0	0	0	0	0	0
OG0054098	OG0054098	1	0	0	0	0	0	0
OG0054099	OG0054099	1	0	0	0	0	0	0
OG0054100	OG0054100	1	0	0	0	0	0	0
OG0054101	OG0054101	1	0	0	0	0	0	0
OG0054102	OG0054102	1	0	0	0	0	0	0
OG0054103	OG0054103	1	0	0	0	0	0	0
OG0054104	OG0054104	1	0	0	0	0	0	0
OG0054105	OG0054105	1	0	0	0	0	0	0
OG0054106	OG0054106	1	0	0	0	0	0	0
OG0054107	OG0054107	1	0	0	0	0	0	0
OG0054108	OG0054108	1	0	0	0	0	0	0
OG0054109	OG0054109	1	0	0	0	0	0	0
OG0054110	OG0054110	1	0	0	0	0	0	0
OG0054111	OG0054111	1	0	0	0	0	0	0
OG0054112	OG0054112	1	0	0	0	0	0	0
OG0054113	OG0054113	1	0	0	0	0	0	0
OG0054114	OG0054114	1	0	0	0	0	0	0
OG0054115	OG0054115	1	0	0	0	0	0	0
OG0054116	OG0054116	1	0	0	0	0	0	0
OG0054117	OG0054117	1	0	0	0	0	0	0
OG0054118	OG0054118	1	0	0	0	0	0	0
OG0054119	OG0054119	1	0	0	0	0	0	0
OG0054120	OG0054120	1	0	0	0	0	0	0
OG0054121	OG0054121	1	0	0	0	0	0	0
OG0054122	OG0054122	1	0	0	0	0	0	0
OG0054123	OG0054123	1	0	0	0	0	0	0
OG0054124	OG0054124	1	0	0	0	0	0	0
OG0054125	OG0054125	1	0	0	0	0	0	0
OG0054126	OG0054126	1	0	0	0	0	0	0
OG0054127	OG0054127	1	0	0	0	0	0	0
OG0054128	OG0054128	1	0	0	0	0	0	0
OG0054129	OG0054129	1	0	0	0	0	0	0
OG0054130	OG0054130	1	0	0	0	0	0	0
OG0054131	OG0054131	1	0	0	0	0	0	0
OG0054132	OG0054132	1	0	0	0	0	0	0
OG0054133	OG0054133	1	0	0	0	0	0	0
OG0054134	OG0054134	1	0	0	0	0	0	0
OG0054135	OG0054135	1	0	0	0	0	0	0
OG0054136	OG0054136	1	0	0	0	0	0	0
OG0054137	OG0054137	1	0	0	0	0	0	0
OG0054138	OG0054138	1	0	0	0	0	0	0
OG0054139	OG0054139	1	0	0	0	0	0	0
OG0054140	OG0054140	1	0	0	0	0	0	0
OG0054141	OG0054141	1	0	0	0	0	0	0
OG0054142	OG0054142	1	0	0	0	0	0	0
OG0054143	OG0054143	1	0	0	0	0	0	0
OG0054144	OG0054144	1	0	0	0	0	0	0
OG0054145	OG0054145	1	0	0	0	0	0	0
OG0054146	OG0054146	1	0	0	0	0	0	0
OG0054147	OG0054147	1	0	0	0	0	0	0
OG0054148	OG0054148	1	0	0	0	0	0	0
OG0054149	OG0054149	1	0	0	0	0	0	0
OG0054150	OG0054150	1	0	0	0	0	0	0
OG0054151	OG0054151	1	0	0	0	0	0	0
OG0054152	OG0054152	1	0	0	0	0	0	0
OG0054153	OG0054153	1	0	0	0	0	0	0
OG0054154	OG0054154	1	0	0	0	0	0	0
OG0054155	OG0054155	1	0	0	0	0	0	0
OG0054156	OG0054156	1	0	0	0	0	0	0
OG0054157	OG0054157	1	0	0	0	0	0	0
OG0054158	OG0054158	1	0	0	0	0	0	0
OG0054159	OG0054159	1	0	0	0	0	0	0
OG0054160	OG0054160	1	0	0	0	0	0	0
OG0054161	OG0054161	1	0	0	0	0	0	0
OG0054162	OG0054162	1	0	0	0	0	0	0
OG0054163	OG0054163	1	0	0	0	0	0	0
OG0054164	OG0054164	1	0	0	0	0	0	0
OG0054165	OG0054165	1	0	0	0	0	0	0
OG0054166	OG0054166	1	0	0	0	0	0	0
OG0054167	OG0054167	1	0	0	0	0	0	0
OG0054168	OG0054168	1	0	0	0	0	0	0
OG0054169	OG0054169	1	0	0	0	0	0	0
OG0054170	OG0054170	1	0	0	0	0	0	0
OG0054171	OG0054171	1	0	0	0	0	0	0
OG0054172	OG0054172	1	0	0	0	0	0	0
OG0054173	OG0054173	1	0	0	0	0	0	0
OG0054174	OG0054174	1	0	0	0	0	0	0
OG0054175	OG0054175	1	0	0	0	0	0	0
OG0054176	OG0054176	1	0	0	0	0	0	0
OG0054177	OG0054177	1	0	0	0	0	0	0
OG0054178	OG0054178	1	0	0	0	0	0	0
OG0054179	OG0054179	1	0	0	0	0	0	0
OG0054180	OG0054180	1	0	0	0	0	0	0
OG0054181	OG0054181	1	0	0	0	0	0	0
OG0054182	OG0054182	1	0	0	0	0	0	0
OG0054183	OG0054183	1	0	0	0	0	0	0
OG0054184	OG0054184	1	0	0	0	0	0	0
OG0054185	OG0054185	1	0	0	0	0	0	0
OG0054186	OG0054186	1	0	0	0	0	0	0
OG0054187	OG0054187	1	0	0	0	0	0	0
OG0054188	OG0054188	1	0	0	0	0	0	0
OG0054189	OG0054189	1	0	0	0	0	0	0
OG0054190	OG0054190	1	0	0	0	0	0	0
OG0054191	OG0054191	1	0	0	0	0	0	0
OG0054192	OG0054192	1	0	0	0	0	0	0
OG0054193	OG0054193	1	0	0	0	0	0	0
OG0054194	OG0054194	1	0	0	0	0	0	0
OG0054195	OG0054195	1	0	0	0	0	0	0
OG0054196	OG0054196	1	0	0	0	0	0	0
OG0054197	OG0054197	1	0	0	0	0	0	0
OG0054198	OG0054198	1	0	0	0	0	0	0
OG0054199	OG0054199	1	0	0	0	0	0	0
OG0054200	OG0054200	1	0	0	0	0	0	0
OG0054201	OG0054201	1	0	0	0	0	0	0
OG0054202	OG0054202	1	0	0	0	0	0	0
OG0054203	OG0054203	1	0	0	0	0	0	0
OG0054204	OG0054204	1	0	0	0	0	0	0
OG0054205	OG0054205	1	0	0	0	0	0	0
OG0054206	OG0054206	1	0	0	0	0	0	0
